0,9780550627241,0,2
0,9780561627914,10,103
0,9780572627811,2,154
0,9780583627186,16,57
0,9780593627407,10,12
0,9780604095090,418,2494
0,9780614638823,92,185
0,9780624648973,386,407
0,9780635628041,12,28
0,9780647627863,68,74
0,9780657628250,11,13
0,9780668628243,0,2
0,9780678628391,21,23
0,9780689628558,9,11
0,9780699629040,7,9
0,9780710628978,24,35
0,9780720630463,6,6
0,9780731629161,11,20
0,9780741629305,17,30
0,9780751629380,9,9
0,9780761629393,7,7
0,9780772629582,16,27
0,9780782629840,6,10
0,9780793629891,15,17
0,9780803629893,2,8
0,9780814630037,0,0
0,9780824630400,14,16
0,9780835630326,14,28
0,9780845630548,0,4
0,9780855630778,0,2
0,9780865630850,16,27
0,9780876631105,11,13
0,9780886631180,8,21
0,9780897631131,5,22
0,9780907631683,21,21
0,9780917631683,9,13
0,9780927631856,9,13
0,9780938631650,25,33
0,9780948631790,10,12
0,9780959632173,11,17
0,9780969632670,11,13
0,9780980632682,14,16
0,9780990635019,52,87
0,9781001632836,12,32
0,9781011632925,15,17
0,9781021632974,13,17
0,9781031632984,15,17
0,9781041633251,23,25
0,9781051633502,14,14
0,9781062633403,16,22
0,9781072633952,34,36
0,9781083634055,24,28
0,9781094634374,12,14
0,9781105634094,15,25
0,9781115634757,13,17
0,9781125635000,10,14
0,9781135635960,13,19
0,9781146635084,23,27
0,9781157635521,26,32
0,9781167635619,17,23
0,9781177636005,18,22
0,9781188636446,17,21
0,9781199636064,21,25
0,9781210636468,24,43
0,9781220636842,29,33
0,9781231637104,40,48
0,9781242636756,36,56
0,9781252636944,31,39
0,9781263637304,18,33
0,9781273637808,33,45
0,9781284639378,17,27
0,9781295638227,17,27
0,9781305639228,33,53
0,9781316636719,5,7
0,9781326636904,48,81
0,9781336637029,0,71
0,9781346637054,6,99
0,9781356637256,0,80
0,9781366637617,2,62
0,9781376637698,4,70
0,9781386637941,3,70
0,9781396638037,4,76
0,9781406638579,0,71
0,9781417638426,140008,145028
0,9781427638898,310594,320628
0,9781438639454,0,69
0,9781449639138,344573,355703
0,9781460639094,104886,108370
0,9781470639865,173136,178840
0,9781481639421,275962,284940
0,9781491639483,12,95
0,9781501640123,344914,355977
0,9781512639987,105273,108818
0,9781524639697,240789,248507
0,9781534640534,208909,215545
0,9781545639964,0,61
0,9781555640282,2,64
0,9781565640456,4,73
0,9781575640495,0,76
0,9781585640827,0,81
0,9781596640495,0,111
0,9781606640981,2,95
0,9781617640901,4,105
0,9781627641077,2,58
0,9781637641131,10,83
0,9781647641301,0,63
0,9781658641559,8,117
0,9781669641421,0,91
0,9781679642242,205557,212202
0,9781690642091,242437,250248
0,9781700642183,34829,36084
0,9781710642210,342973,354174
0,9781721642172,69847,72172
0,9781731642779,210071,216729
0,9781742642430,250219,258502
0,9781752642957,34994,36102
0,9781763642674,388310,400818
0,9781773643073,34768,36027
0,9781783643203,210106,216510
0,9781793643297,364326,376147
0,9781803643485,353505,364419
0,9781813643678,354581,365779
0,9781825643883,435117,449162
0,9781836643642,383365,395461
0,9781846643845,366099,377704
0,9781856644237,352403,363785
0,9781867644035,393181,405839
0,9781877644353,361159,372842
0,9781888644549,382770,395005
0,9781898647673,364920,376788
0,9781909644656,386739,399347
0,9781919644679,209428,216237
0,9781929645191,33863,35090
0,9781940645511,383184,395560
0,9781951645002,34490,35659
0,9781961645402,241107,249070
0,9781971645684,209914,216638
0,9781981645873,33781,34877
0,9781992645669,384525,396758
0,9782002645686,35074,36277
0,9782012646034,207805,214568
0,9782023645973,244631,252307
0,9782033646383,33821,34859
0,9782043646521,348570,359778
0,9782053646998,367258,378637
0,9782064646565,395835,407643
0,9782074646892,363472,374869
0,9782086647476,433368,447021
0,9782097647076,398592,411139
0,9782107647235,363051,374758
0,9782117647239,360164,371262
0,9782127647302,363870,375239
0,9782137647658,361030,372476
0,9782147647684,355937,366799
0,9782157647799,361845,374117
0,9782167648636,364408,375944
0,9782178648145,387386,399920
0,9782188648565,352068,363360
0,9782198648923,352978,364485
0,9782209648756,384284,396812
0,9782220648674,389570,401897
0,9782230649121,350226,361467
0,9782241648813,387597,399266
0,9782251648954,346694,357585
0,9782261649256,355690,366711
0,9782271649655,352944,364276
0,9782282649799,381232,393702
0,9782293649659,397511,410465
0,9782303649843,352052,363491
0,9782314650361,380367,392576
0,9782326650090,431571,445486
0,9782336650252,341935,352586
0,9782347650349,393292,405900
0,9782358650275,396845,409624
0,9782368650765,349806,361165
0,9782379650516,398586,411308
0,9782389650765,247497,255706
0,9782400651103,35681,36887
0,9782411650907,394545,407099
0,9782421651085,34895,36089
0,9782431651629,215712,222576
0,9782441651678,249855,257800
0,9782452652010,35867,37051
0,9782463651788,395028,407440
0,9782473652024,35047,36197
0,9782483652656,216002,222818
0,9782494652137,249513,257664
0,9782504652331,35136,36389
0,9782515652421,384496,397166
0,9782527652547,34776,35956
0,9782537652760,280458,289488
0,9782548653201,392953,406009
0,9782559652922,394706,407358
