4,9780553628657,775,5625
4,9780563998861,5038,48770
4,9780574521766,8024,52544
4,9780587629840,683,5352
4,9780598628649,0,0
4,9780608658425,0,651
4,9780619635118,130,215
4,9780736632773,3148,4095
4,9780753631954,0,0
4,9780780636032,0,0
4,9780834040432,0,0
4,9780881632654,5064,8793
4,9780934180075,0,0
4,9780990635093,2512,3604
4,9781003635856,711,2524
4,9781036640244,0,0
4,9781093658143,0,0
4,9781111649096,0,0
4,9781126647679,0,0
4,9781137644200,0,0
4,9781149648494,0,0
4,9781162642040,0,0
4,9781176644128,0,0
4,9781189642894,0,0
4,9781199644828,0,0
4,9781210644955,0,0
4,9781224645232,0,0
4,9781235651111,0,0
4,9781246646432,0,0
4,9781259644786,0,0
4,9781273645776,0,0
4,9781286647509,0,0
4,9781300650377,0,0
4,9781313639956,0,0
4,9781324636972,255788,264042
4,9781334636997,365206,376588
4,9781344638144,365734,378061
4,9781355637317,429329,442448
4,9781365637780,374104,385972
4,9781375637919,373587,385740
4,9781385638104,375214,386920
4,9781395638338,366770,378496
4,9781405638860,378004,390100
4,9781416638495,403341,416100
4,9781426638876,344252,355337
4,9781437638609,406259,418972
4,9781447638933,347615,358542
4,9781457639219,358951,370640
4,9781467639351,365244,376699
4,9781478639109,379097,390967
4,9781489639374,405725,418575
4,9781499639720,347816,358946
4,9781510639559,396130,408539
4,9781520640095,362102,374058
4,9781531640656,380527,393044
4,9781542640209,405651,418450
4,9781552641015,365648,376981
4,9781563640257,411815,424644
4,9781573640346,365260,377174
4,9781583640812,370281,381992
4,9781594640924,409668,422648
4,9781605641158,406289,419303
4,9781615641528,377693,389683
4,9781626641071,401110,414168
4,9781636641795,361411,372844
4,9781647641295,407002,419610
4,9781658641572,394296,406520
4,9781670641640,443272,457431
4,9781680641848,348670,359717
4,9781690642072,356726,368138
4,9781700642163,366875,378665
4,9781711642010,378450,390407
4,9781721642181,369428,381174
4,9781731642786,355346,366701
4,9781742642361,399395,411943
4,9781752642745,367396,378854
4,9781763642705,388257,400826
4,9781773643070,361587,373305
4,9781783643140,353042,364356
4,9781793643286,69889,72130
4,9781803643579,171560,177192
4,9781814643247,279470,288753
4,9781824643599,14,94
4,9781834643955,346278,357767
4,9781844643957,105484,108738
4,9781854644134,136905,141301
4,9781864644145,315004,325135
4,9781874644341,0,46
4,9781884644537,276309,285422
4,9781895644748,175094,180834
4,9781905644998,101443,104865
4,9781915645153,349472,360794
4,9781925645431,366913,378841
4,9781936645356,386185,398357
4,9781946645797,360031,371749
4,9781957645394,392620,405334
4,9781967646245,350411,361380
4,9781978645625,403585,416721
4,9781989645670,385776,398064
4,9781999645763,360188,371706
4,9782009646110,357560,369140
4,9782019646232,350116,361475
4,9782030646006,402472,415342
4,9782040646390,350638,361747
4,9782052646378,174342,179945
4,9782062647135,358892,369649
4,9782073647661,108261,111486
4,9782084646672,215558,222465
