4,1243940133946,173175,160246,327548
4,1243952267458,167254,163087,273008
4,1243960106842,152439,144625,265223
4,1243972191673,851196,734877,2419198
4,1243980262944,50523,49677,74673
4,1243988266679,120351,117221,198684
4,1243996261208,0,0,0
4,1244004266765,0,0,0
4,1244040110114,2415,2253,10824101
4,1244048106367,75086,60998,34228104
4,1244056105747,1115896,1004027,32881249
4,1244065646874,623948,574783,34130070
4,1244072109441,285240,265864,26917589
4,1244080105800,164230,151789,34006661
4,1244088105228,196758,181625,34089285
4,1244096105327,90411,80049,34245177
4,1244104105229,70282,61588,34273199
4,1244112105647,52274,44886,34268801
4,1244120105864,63957,55018,34293030
4,1244128106984,66487,57054,34257767
4,1244136105820,63364,54369,34270297
4,1244144106114,45874,39117,34293295
4,1244152106214,53999,45216,34289519
4,1244160106202,65731,56173,34290985
4,1244168106056,64152,53417,34288303
4,1244176106165,45993,39678,34289549
4,1244184106241,45301,38114,34287374
4,1244192105938,62979,52620,34242498
4,1244200106367,56629,47893,34292135
4,1244208106473,45298,37990,34292514
4,1244216105755,40432,32711,34290893
4,1244224105750,57101,47859,34290984
4,1244232106358,57805,48986,34291787
4,1244240106879,50058,41970,34286864
4,1244248105958,42609,35864,34284906
4,1244256106156,53147,44425,34279433
4,1244264106314,57288,48581,34284154
4,1244272106770,54093,44539,34291410
4,1244280106771,39393,33340,34288994
4,1244288106291,52195,43550,34236965
4,1244296105917,59292,49739,34290627
4,1244304106313,64349,53852,34295117
4,1244312106915,43795,36916,34276228
4,1244320106256,46230,38185,34283736
4,1244328106185,55887,46601,34288149
4,1244336106490,58879,49779,34292191
4,1244344106421,50987,43411,34292407
4,1244352106710,46812,39081,34295616
4,1244360106436,56671,47090,34289371
4,1244368106602,52195,43041,34289341
4,1244376106666,52986,43499,34280085
4,1244384107106,35012,29098,34287862
4,1244392106458,50987,41247,34287463
4,1244400106242,57636,48121,34292725
4,1244408106702,56796,47473,34295284
4,1244416106292,46897,39675,34243051
4,1244424106749,46052,37548,34285394
4,1244432106862,60139,50437,34272103
4,1244440107097,62917,53690,34294873
4,1244448106755,44922,38415,34288518
4,1244456107093,42854,35102,34288586
4,1244464106888,65360,55431,34287954
4,1244472106893,59522,49867,34287902
4,1244480107006,50327,42615,34289257
4,1244488107008,42692,35884,34288568
4,1244496106732,54370,45062,34278477
4,1244504107564,55904,46594,34289587
4,1244512106932,53455,44044,34281227
4,1244520106989,566855,522320,33359670
4,1244528106215,108743,94616,34194913
4,1244536106368,129541,113532,34122029
4,1244544106962,61444,49547,34254800
4,1244552107128,40671,32904,34276859
4,1244560107117,49696,40163,34231446
4,1244568106949,63023,51287,34256768
4,1244576107030,57506,46496,34260178
4,1244584107868,48265,38931,34291154
4,1244592107405,38417,30965,34285644
4,1244600107517,46891,36856,34288593
4,1244608107190,50187,40041,34240220
4,1244616107782,55527,45491,34280705
4,1244624107090,41828,33323,34287058
4,1244632107352,37716,29675,34287779
4,1244640106945,54475,43545,34291614
4,1244648108026,53824,42836,34292234
4,1244656107510,53217,42658,34284704
4,1244664107572,38114,30640,34286197
4,1244672107043,46773,37436,34277468
4,1244680107233,57003,45900,34292362
4,1244688107470,54111,43150,34292048
4,1244696108255,52273,41684,34289023
4,1244704107212,42716,35427,34286597
4,1244712107389,47699,38819,34291283
4,1244720107427,58243,47178,34291007
4,1244728108138,56780,46258,34290697
4,1244736107569,44529,35683,34281392
4,1244744107774,40448,32491,34289667
4,1244752107870,55154,44604,34290288
4,1244760108049,57086,45766,34290589
4,1244768107614,57638,47103,34285620
4,1244776107661,44212,35521,34289314
4,1244784107928,42642,34155,34289564
4,1244792108309,56350,45299,34280125
4,1244800108427,52487,42119,34285462
4,1244808108103,50240,39590,34281764
4,1244816107360,41084,33418,34287975
4,1244824108103,44232,35438,34293953
4,1244832107830,55058,44290,34290113
4,1244840108324,54100,43330,34283978
4,1244848108086,45120,35527,34283581
4,1244856107849,43210,35460,34279581
4,1244864108005,48899,38726,34294645
4,1244872108358,56936,46290,34289560
4,1244880108611,56425,45266,34281953
4,1244888108565,48252,39323,34284638
4,1244896107955,41246,33617,34282216
4,1244904108127,50782,40820,34287093
4,1244912108669,51430,40638,34282465
4,1244920108065,47710,37432,34286464
4,1244928107912,41591,33349,34237857
4,1244936108186,37046,29134,34290728
4,1244944108447,45519,35674,34291300
4,1244952108622,53104,41520,34288298
4,1244960108160,54166,43253,34285723
4,1244968108188,41500,33391,34292805
4,1244976108286,38820,30358,34284983
4,1244984108571,52016,40687,34288821
4,1244992108544,55380,44611,34286251
4,1245000108111,53016,42913,34290123
4,1245008108264,35991,28570,34296001
4,1245016108706,44688,35154,34284982
4,1245024108505,56214,45208,34287642
4,1245032108806,55072,43772,34278244
4,1245040108603,46855,37752,34287148
4,1245048108449,81926,72431,34115961
4,1245056108955,51111,40947,34242992
4,1245064108759,53720,43325,34253129
4,1245072108933,52007,41161,34286024
4,1245080108346,54371,45390,34202739
4,1245088108968,39105,31122,34290915
4,1245096108674,52252,41791,34271456
4,1245104108950,51678,40763,34283172
4,1245112108750,51369,41065,34287941
4,1245120108114,771635,721390,32329114
4,1245128108424,98070,83931,34263984
4,1245136108433,147266,130674,34022589
4,1245144108254,57827,47257,34241559
4,1245152108563,40264,32926,34259153
4,1245160109104,48299,39484,34291720
4,1245168108803,59186,48040,34254445
4,1245176108979,56167,45621,34290889
4,1245184108387,52269,42030,34288737
4,1245192108993,40697,33023,34293678
4,1245200108850,61476,50613,34291471
4,1245208108883,60878,49241,34292279
4,1245216109047,64473,53488,34275408
4,1245224109109,49286,40004,34289191
4,1245232108968,45119,36787,34290477
4,1245240109660,60857,49427,34287084
4,1245248108826,54442,43562,34291227
4,1245256108770,47306,36844,34293005
4,1245264109587,35576,28641,34290602
4,1245272109461,45983,36344,34262896
4,1245280109399,48581,39004,34286611
4,1245288109540,50041,40255,34291948
4,1245296109754,43241,34815,34289591
4,1245304109203,37899,30563,34285942
4,1245312109564,51588,41694,34289749
4,1245320109578,52633,41810,34290263
4,1245328109554,51684,40878,34290324
4,1245336108833,41883,34101,34279500
4,1245344109431,48297,39118,34289785
4,1245352109407,52190,41442,34287886
4,1245360109438,54506,43748,34288709
4,1245368109259,43928,35093,34290292
4,1245376109519,35322,28585,34295046
4,1245384109956,45755,36009,34290526
4,1245392109889,50602,40748,34274646
4,1245400109884,52797,42474,34288083
4,1245408109565,39954,32033,34290161
4,1245416110447,39910,32668,34292694
4,1245424110102,57292,46833,34283981
4,1245432110165,53742,43408,34289048
4,1245440109450,47064,37784,34248807
4,1245448109888,34726,27939,34292120
4,1245456110435,40915,32380,34273427
4,1245464110075,55929,45289,34285529
4,1245472109863,53546,43819,34240746
4,1245480109761,39547,30739,34289725
4,1245488110427,32155,25534,34292428
4,1245496110527,48050,38562,34287952
4,1245504110650,46128,36943,34285563
4,1245512110327,50641,40612,34276022
4,1245520109582,33641,26237,34281898
4,1245528110212,38216,31003,34291427
4,1245536110681,46961,37069,34288790
4,1245544110452,47239,36703,34287545
4,1245552110182,45835,35775,34289928
4,1245560109495,32140,25103,34294496
4,1245568110218,40288,31099,34292727
4,1245576110399,50396,39689,34272621
4,1245584110171,46142,35095,34290451
4,1245592110204,40714,31998,34292839
4,1245600109956,34269,26896,34291239
4,1245608110447,51382,39761,34289479
4,1245616109992,52565,41427,34287438
4,1245624110179,49709,39157,34296012
4,1245632111052,40997,32650,34281609
4,1245640110869,35162,27519,34285437
4,1245648110185,52376,41481,34286271
4,1245656110481,50097,39317,34288670
4,1245664110173,47849,37070,34293932
4,1245672110832,31259,24437,34292928
4,1245680111166,46233,37348,34286431
4,1245688110423,47695,37352,34284000
4,1245696110393,45404,35343,34277662
4,1245704109930,40748,32126,34289917
4,1245712110839,34646,27365,34291792
4,1245720110576,535708,492152,33459165
4,1245728110190,67199,56887,34249452
4,1245736110202,120356,108486,34056366
4,1245744110362,37553,31940,34298781
4,1245752110438,54494,45102,34278139
4,1245760110308,53144,43831,34257627
4,1245768110037,51584,43062,34260815
4,1245776111030,35191,28335,34251661
4,1245784110571,43219,35857,34257481
4,1245792110914,50311,41315,34291200
4,1245800110394,50030,41111,34286924
4,1245808110506,36455,29727,34295209
4,1245816111206,35126,29389,34284547
4,1245824111215,49386,41239,34286960
4,1245832111389,49928,41244,34288722
4,1245840110820,43819,35553,34292413
4,1245848111237,36030,29813,34295291
4,1245856111027,50164,41764,34288417
4,1245864111141,50319,40686,34292381
4,1245872110884,46886,38188,34279520
4,1245880110986,36946,30545,34293404
4,1245888111548,49846,41536,34289492
4,1245896111123,53980,45193,34289196
4,1245904110699,53266,43613,34290838
4,1245912111107,38714,31477,34295300
4,1245920110988,43537,36969,34289842
4,1245928111674,47979,38652,34290928
4,1245936111274,47554,38376,34276018
4,1245944110823,42196,34138,34289651
4,1245952110959,35776,29401,34255319
4,1245960111761,52475,43187,34294265
4,1245968111289,56397,47306,34285654
4,1245976110969,45012,36163,34290136
4,1245984110924,36624,29869,34294197
4,1245992111265,45083,36949,34288002
4,1246000111974,47939,38598,34290530
4,1246008111535,53611,44506,34282989
4,1246016111066,41283,33458,34249282
4,1246024111316,43691,36801,34289882
4,1246032111766,54899,45437,34289111
4,1246040111186,52181,43176,34287877
4,1246048111103,40321,32512,34295591
4,1246056111471,39304,33605,34285350
4,1246064111327,56909,47406,34291530
4,1246072112505,50600,40667,34287264
4,1246080111212,59467,49831,34209389
4,1246088111690,37103,30440,34296354
4,1246096111555,52059,43621,34291479
4,1246104112259,52047,42883,34290389
4,1246112111352,50848,41152,34275139
4,1246120111383,42773,35103,34290867
4,1246128111273,39477,32588,34294669
4,1246136111842,52244,42878,34294452
4,1246144111617,53040,43284,34289465
4,1246152112082,48933,39708,34290599
4,1246160112093,36038,30177,34288908
4,1246168111918,53133,43822,34288253
4,1246176112076,56564,46730,34278765
4,1246184112284,53966,45649,34289230
4,1246192112258,36069,28862,34290586
4,1246200112087,42295,34319,34292329
4,1246208111929,48770,39546,34289816
4,1246216112067,50928,41421,34289295
4,1246224111760,36147,28128,34286426
4,1246232111994,34715,28532,34280825
4,1246240112204,46203,37054,34294491
4,1246248112039,48348,39304,34287224
4,1246256112097,40442,31881,34290421
4,1246264111809,30770,25000,34291334
4,1246272111831,42794,34287,34294254
