5,8949521746448,19886,54075,54075,3405660
5,8949565285149,340138,524375,524375,4409000
5,8949573735081,0,0,0,4023100
5,8949628130566,892737,1680668,1680668,4409000
5,8949633131327,1185611,920178,920178,4409000
5,8949657743433,304399,405055,405055,4409000
5,8949665740626,0,0,0,4023100
5,8949673738018,0,0,0,3637200
5,8949685738401,403012,742207,742207,4409000
5,8949693739173,1183856,2792793,2792793,4061690
5,8949701735155,1181,8185,8185,974490
5,8949761766621,2712,10301,10301,2286550
5,8949769735683,0,0,0,1900650
5,8949777736085,0,0,0,1514750
5,8949785736317,0,0,0,1128850
5,8949793735849,0,0,0,742950
5,8949801736271,0,0,0,550000
5,8949897251746,2710,6425,6425,4061690
5,8949905734799,0,0,0,3675790
5,8949913734881,0,0,0,3289890
5,8949921735033,0,0,0,2903990
5,8949937738037,1355,3661,3661,3521430
5,8949945734849,0,0,0,3135530
5,8949953734901,0,0,0,2749630
5,8949961736573,0,0,0,2363730
5,8949969736055,1355,4147,4147,2942580
5,8949974821807,4669,26214,26214,1321800
5,8949981739378,822872,852754,852754,4409000
5,8949989222230,3636604,2666907,2666907,4409000
5,8949994446612,2401748,2263545,2263545,4409000
5,8950001735314,40591739,20593350,20593350,4409000
5,8950007492335,28705464,17640959,17640959,4409000
5,8950013756297,13728288,8880882,8880882,4409000
5,8950021739709,0,0,0,4023100
5,8950029735511,0,0,0,3637200
5,8950036836343,3052464,1731025,1731025,4409000
5,8950045344435,32400919,20368994,20368994,4409000
5,8950053739387,5961,34940,34940,1321800
5,8950065746700,9338,17688,17688,4409000
5,8950073735623,0,0,0,4023100
5,8950081735365,0,0,0,3637200
5,8950089740777,0,0,0,3251300
5,8950097736399,0,0,0,2865400
5,8950105736241,0,0,0,2479500
5,8950111357332,0,0,0,2093600
5,8950117739184,0,0,0,1707700
5,8950124152716,508,2138,2138,1977830
5,8950143786461,1069,8037,8037,858720
5,8950149740082,0,0,0,550000
5,8950157443195,0,0,0,550000
5,8950173739039,1093,13715,13715,550000
5,8950181106901,0,0,0,550000
5,8950196205945,0,0,0,550000
5,8950201737506,6534,80083,80083,550000
5,8950207172108,4984,8486,8486,4409000
5,8950212176239,3558,44215,44215,550000
5,8950217749650,0,0,0,550000
5,8950225749782,249478,394976,394976,4409000
5,8950233740105,0,0,0,4023100
5,8950241738517,0,0,0,3637200
5,8950248299058,0,0,0,3251300
5,8950253737500,157748,796621,796621,1514750
5,8950260845112,1683,39243,39243,550000
5,8950269736544,0,0,0,550000
5,8950277784146,0,0,0,550000
5,8950285743448,0,0,0,550000
5,8950299727522,1093,18707,18707,550000
5,8950309516904,0,0,0,550000
5,8950319834267,0,0,0,550000
5,8950339241782,0,0,0,550000
5,8950370904360,1093,10022,10022,550000
5,8950387248425,1093,5128,5128,1746290
5,8950393737566,1110,12294,12294,550000
5,8950401735799,0,0,0,550000
5,8950408360560,0,0,0,550000
5,8950413741592,0,0,0,550000
5,8950421738864,0,0,0,550000
5,8950427455595,1093,9386,9386,627180
5,8950433744077,262732,328587,328587,4409000
5,8950441742359,44656,112794,112794,3714380
5,8950449735591,871147,1023314,1023314,4409000
5,8950457735783,2186978,2164022,2164022,4409000
5,8950465749415,964576,1091306,1091306,4409000
5,8950473744347,3974966,3569830,3569830,4409000
5,8950481743740,2380744,2170022,2170022,4409000
5,8950489740072,0,0,0,4023100
5,8950497743344,0,0,0,3637200
5,8950505741526,0,0,0,3251300
5,8950513746728,16285,55909,55909,2633860
5,8950521740830,0,0,0,2247960
5,8950529737102,0,0,0,1862060
5,8950537750084,0,0,0,1476160
5,8950549742447,0,0,0,1090260
5,8950557736069,0,0,0,704360
5,8950565736112,0,0,0,550000
5,8950629188108,146566,517378,517378,2518090
5,8950673738430,1146,10517,10517,550000
5,8950681740602,0,0,0,550000
5,8950688160404,0,0,0,550000
5,8950741751078,544180,953360,953360,4409000
5,8950749758020,1093,3832,3832,2518090
5,8950789758430,1093,1325,1325,4409000
5,8950897301629,2186,10261,10261,1746290
5,8950905737561,0,0,0,1360390
5,8950913737223,1093,7872,7872,858720
5,8950921736875,0,0,0,550000
5,8950929737187,0,0,0,550000
5,8950937736629,0,0,0,550000
5,8950945736531,0,0,0,550000
5,8950953736583,1093,1876,1876,4409000
5,8950961735175,0,0,0,4023100
5,8950969735358,0,0,0,3637200
5,8950977735610,0,0,0,3251300
5,8950985735532,0,0,0,2865400
5,8950993736494,1093,1879,1879,4409000
5,8951001735606,0,0,0,4023100
5,8951009735798,0,0,0,3637200
5,8951017735870,0,0,0,3251300
5,8951025736212,0,0,0,2865400
5,8951033736444,1093,3251,3251,3058350
5,8951041736286,0,0,0,2672450
5,8951049736409,0,0,0,2286550
5,8951057736381,0,0,0,1900650
5,8951069814004,1093,2684,2684,3830150
5,8951076493336,0,0,0,3444250
5,8951125439638,17185,144221,144221,627180
5,8951133737871,29424,85495,85495,3174120
5,8951141735823,0,0,0,2788220
5,8951149736055,0,0,0,2402320
5,8951157736427,0,0,0,2016420
5,8951165736339,0,0,0,1630520
5,8951173737241,0,0,0,1244620
5,8951181737483,0,0,0,858720
5,8951189738355,0,0,0,550000
5,8951197737927,0,0,0,550000
5,8951205737549,0,0,0,550000
5,8951249122501,0,0,0,550000
5,8951630257061,174806,689832,689832,2170780
5,8951637736243,55,3317,3317,550000
5,8951645740285,135539,406462,406462,3058350
5,8951953743006,0,0,0,2672450
5,8951965735869,0,0,0,2286550
5,8951973736181,0,0,0,1900650
5,8951981736823,0,0,0,1514750
